AC_Code|Candidate|Constituency|EVM Votes|OSN|Party|Percent of Votes|Postal Votes|State|State_Code|Total of Votes
25|CHEEMALA. RANGAPPA|Chittoor |24497|1|Indian National Congress|1.87|146|Andhra Pradesh|S01|24643
25|JAYARAM DUGGANI|Chittoor |10137|2|Bharatiya Janata Party|0.8|359|Andhra Pradesh|S01|10496
25|NARAMALLI SIVA PRASAD|Chittoor |545374|3|Telugu Desam|41.65|4147|Andhra Pradesh|S01|549521
25|C. PUNYAMURTHY|Chittoor |19952|4|Bahujan Samaj Party|1.52|110|Andhra Pradesh|S01|20062
25|N. REDDEPPA|Chittoor |681325|5|Yuvajana Sramika Rythu Congress Party|52.05|5467|Andhra Pradesh|S01|686792
25|PALLIPATTU. ABHINAV VISHNU|Chittoor |3441|6|Mundadugu Praja Party|0.26|4|Andhra Pradesh|S01|3445
25|P. RAMACHANDRAN|Chittoor |1854|7|Independent|0.14|9|Andhra Pradesh|S01|1863
25|A. HEMANTH|Chittoor |2089|8|Independent|0.16|5|Andhra Pradesh|S01|2094
25|NOTA|Chittoor |20503|9|None of the Above|1.56|53|Andhra Pradesh|S01|20556
3|Ashok Gajapathi Raju Pusapati|Vizianagaram|527307|1|Telugu Desam|43.55|3075|Andhra Pradesh|S01|530382
3|Adiraju Yedla|Vizianagaram|15607|2|Indian National Congress|1.29|118|Andhra Pradesh|S01|15725
3|Bellana Chandra Sekhar|Vizianagaram|573466|3|Yuvajana Sramika Rythu Congress Party|47.49|4952|Andhra Pradesh|S01|578418
3|Sanyasi Raju Pakalapati|Vizianagaram|6902|4|Bharatiya Janata Party|0.6|364|Andhra Pradesh|S01|7266
3|P.V.A. Ananda Sagar|Vizianagaram|4981|5|Samaanya Praja Party|0.41|2|Andhra Pradesh|S01|4983
3|Chiranjeevi Lingala|Vizianagaram|1261|6|Andhra Chaitanya Party|0.1|2|Andhra Pradesh|S01|1263
3|Mukka Srinivas Rao|Vizianagaram|33779|7|Janasena Party|2.81|413|Andhra Pradesh|S01|34192
3|Lagudu. Govinda Rao|Vizianagaram|787|8|Jana Jagruti Party|0.06|4|Andhra Pradesh|S01|791
3|Surya Bhavani. K|Vizianagaram|822|9|Pyramid Party of India|0.07|8|Andhra Pradesh|S01|830
3|Yella Rao Siyyadula|Vizianagaram|1010|10|Independent|0.08|0|Andhra Pradesh|S01|1010
3|Dhanalakoti Ramana|Vizianagaram|1172|11|Independent|0.1|4|Andhra Pradesh|S01|1176
3|Pentapati Rajesh|Vizianagaram|1461|12|Independent|0.12|1|Andhra Pradesh|S01|1462
3|Ijjurouthu Ramunaidu|Vizianagaram|4550|13|Independent|0.37|3|Andhra Pradesh|S01|4553
3|Venkata Trindha Rao Veluri|Vizianagaram|6336|14|Independent|0.52|2|Andhra Pradesh|S01|6338
3|NOTA|Vizianagaram|29468|15|None of the Above|2.42|33|Andhra Pradesh|S01|29501
4|DAGGUBATI PURANDESWARI|Visakhapatnam|33430|1|Bharatiya Janata Party|2.73|462|Andhra Pradesh|S01|33892
4|PEDADA. RAMANIKUMARI|Visakhapatnam|14550|2|Indian National Congress|1.18|83|Andhra Pradesh|S01|14633
4|BHARAT MATHUKUMILLI|Visakhapatnam|431093|3|Telugu Desam|34.89|1399|Andhra Pradesh|S01|432492
4|M V V SATYANARAYANA|Visakhapatnam|433968|4|Yuvajana Sramika Rythu Congress Party|35.24|2938|Andhra Pradesh|S01|436906
4|GEORGE BANGARI|Visakhapatnam|3027|5|Viduthalai Chiruthaigal Katchi|0.24|1|Andhra Pradesh|S01|3028
4|B. JAYA VENU GOPAL|Visakhapatnam|1622|6|Pyramid Party of India|0.13|5|Andhra Pradesh|S01|1627
4|V.V. LAKSHMI NARAYANA|Visakhapatnam|287072|7|Janasena Party|23.3|1802|Andhra Pradesh|S01|288874
4|ANMISH VARMA|Visakhapatnam|1904|8|Independent|0.15|11|Andhra Pradesh|S01|1915
4|R. UDAYA GOWRI|Visakhapatnam|1384|9|Independent|0.11|0|Andhra Pradesh|S01|1384
4|KOTHAPALLI GEETHA|Visakhapatnam|1155|10|Independent|0.09|3|Andhra Pradesh|S01|1158
4|GAMPALA SOMASUNDARAM|Visakhapatnam|1127|11|Independent|0.09|1|Andhra Pradesh|S01|1128
4|GANNU MALLAYYA|Visakhapatnam|1311|12|Independent|0.11|2|Andhra Pradesh|S01|1313
4|DURGAPRASAD. GUNTU|Visakhapatnam|2463|13|Independent|0.2|1|Andhra Pradesh|S01|2464
4|PULAPAKA RAJA SEKHAR|Visakhapatnam|2294|14|Independent|0.19|0|Andhra Pradesh|S01|2294
4|NOTA|Visakhapatnam|16626|15|None of the Above|1.34|20|Andhra Pradesh|S01|16646
5|ADARI ANAND KUMAR|Anakapalli|495381|1|Telugu Desam|40.13|1653|Andhra Pradesh|S01|497034
5|Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram)|Anakapalli|12888|2|Bharatiya Janata Party|1.07|388|Andhra Pradesh|S01|13276
5|Dr.Beesetti Venkata Satyavathi|Anakapalli|583210|3|Yuvajana Sramika Rythu Congress Party|47.33|3016|Andhra Pradesh|S01|586226
5|Ruthala Srirama Murthy|Anakapalli|10072|4|Indian National Congress|0.82|49|Andhra Pradesh|S01|10121
5|P.S.AJAY KUMAR|Anakapalli|2708|5|Communist Party of India  (Marxist-Leninist)  (Liberation)|0.22|8|Andhra Pradesh|S01|2716
5|K B SWAROOP|Anakapalli|1615|6|Jana Jagruti Party|0.13|6|Andhra Pradesh|S01|1621
5|Chintala Partha Sarathi|Anakapalli|82126|7|Janasena Party|6.67|462|Andhra Pradesh|S01|82588
5|Taadi Veera Jagadeeshwari|Anakapalli|1801|8|Pyramid Party of India|0.15|2|Andhra Pradesh|S01|1803
5|Vadlamuri Krishna Swaroop|Anakapalli|4443|9|Dalita Bahujana Party|0.36|1|Andhra Pradesh|S01|4444
5|Appala Naidu Tummagunta|Anakapalli|3760|10|Independent|0.3|5|Andhra Pradesh|S01|3765
5|NOTA|Anakapalli|34877|11|None of the Above|2.82|20|Andhra Pradesh|S01|34897
6|CHALAMALASETTY SUNIL|Kakinada|508361|1|Telugu Desam|41.46|3531|Andhra Pradesh|S01|511892
6|MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU)|Kakinada|8601|2|Indian National Congress|0.7|39|Andhra Pradesh|S01|8640
6|YALLA VENKATA RAMA MOHAN RAO (DORABABU)|Kakinada|9456|3|Bharatiya Janata Party|0.78|140|Andhra Pradesh|S01|9596
6|VANGA GEETHAVISWANATH|Kakinada|534655|4|Yuvajana Sramika Rythu Congress Party|43.54|2975|Andhra Pradesh|S01|537630
6|APPALAKONDA VANGALAPUDI|Kakinada|2997|5|Mundadugu Praja Party|0.24|0|Andhra Pradesh|S01|2997
6|B. GEETHA|Kakinada|1687|6|Praja Shanthi Party|0.14|1|Andhra Pradesh|S01|1688
6|GODUGU SATYANARAYANA|Kakinada|1723|7|Communist Party of India  (Marxist-Leninist)  (Liberation)|0.14|1|Andhra Pradesh|S01|1724
6|JYOTHULA VENKATESWARA RAO|Kakinada|132124|8|Janasena Party|10.74|524|Andhra Pradesh|S01|132648
6|DONAM NEELAKANTAM|Kakinada|980|9|All India Praja Party|0.08|0|Andhra Pradesh|S01|980
6|PEDDIMSETTI. VENKATESWARARAO|Kakinada|812|10|Jana Jagruti Party|0.07|3|Andhra Pradesh|S01|815
6|VASAMSETTY VENKATARAMANA|Kakinada|1012|11|All India Forward Bloc|0.08|2|Andhra Pradesh|S01|1014
6|SATHI VEERALAKSHMI|Kakinada|1117|12|Pyramid Party of India|0.09|2|Andhra Pradesh|S01|1119
6|ANKADI SATHIBABU|Kakinada|1381|13|Independent|0.11|0|Andhra Pradesh|S01|1381
6|KAKILETI RAVINDRA|Kakinada|3325|14|Independent|0.27|2|Andhra Pradesh|S01|3327
6|MEDISETTI VIJAYA KUMAR|Kakinada|2051|15|Independent|0.17|0|Andhra Pradesh|S01|2051
6|NOTA|Kakinada|17117|16|None of the Above|1.39|36|Andhra Pradesh|S01|17153
7|AYYAJI VEMA MANEPALLI|Amalapuram |11358|1|Bharatiya Janata Party|0.94|158|Andhra Pradesh|S01|11516
7|GANTI HARISH MADHUR (BALAYOGI)|Amalapuram |442774|2|Telugu Desam|36.18|2573|Andhra Pradesh|S01|445347
7|CHINTA ANURADHA|Amalapuram |481358|3|Yuvajana Sramika Rythu Congress Party|39.43|3955|Andhra Pradesh|S01|485313
7|JANGA GOUTHAM|Amalapuram |7840|4|Indian National Congress|0.64|38|Andhra Pradesh|S01|7878
7|CHELLE RAJANI|Amalapuram |1228|5|Jana Jagruti Party|0.1|0|Andhra Pradesh|S01|1228
7|PANTHAGADA VIJAYA CHAKRAVARTHY|Amalapuram |1801|6|Republican Party of India (Khobragade)|0.15|0|Andhra Pradesh|S01|1801
7|MURALIKRISHNA KANDERI|Amalapuram |1801|7|India Praja Bandhu Party|0.15|1|Andhra Pradesh|S01|1802
7|MORTHA SIVA RAMA KRISHNA|Amalapuram |1946|8|Pyramid Party of India|0.16|4|Andhra Pradesh|S01|1950
7|D M R SEKHAR|Amalapuram |253271|9|Janasena Party|20.7|1577|Andhra Pradesh|S01|254848
7|REVU SUDHAKAR|Amalapuram |2770|10|Independent|0.23|1|Andhra Pradesh|S01|2771
7|NOTA|Amalapuram |16408|11|None of the Above|1.34|41|Andhra Pradesh|S01|16449
8|NALLURI VIJAYA SRINIVASA RAO|Rajahmundry|12678|1|Indian National Congress|1.02|47|Andhra Pradesh|S01|12725
8|PARAVASTU SATYA GOPINATH DAS|Rajahmundry|12165|2|Bharatiya Janata Party|0.99|169|Andhra Pradesh|S01|12334
8|MAGANTI ROOPA|Rajahmundry|459100|3|Telugu Desam|36.82|1290|Andhra Pradesh|S01|460390
8|MARGANI BHARAT|Rajahmundry|578471|4|Yuvajana Sramika Rythu Congress Party|46.55|3553|Andhra Pradesh|S01|582024
8|AKULA SATYANARAYANA|Rajahmundry|155164|5|Janasena Party|12.46|643|Andhra Pradesh|S01|155807
8|GEDDAM DAVID NELSON BABU|Rajahmundry|1752|6|Ambedkarite Party of India|0.14|5|Andhra Pradesh|S01|1757
8|BANDARU RAJESWARA RAO|Rajahmundry|1034|7|Jana Jagruti Party|0.08|1|Andhra Pradesh|S01|1035
8|MEDA SRINIVAS|Rajahmundry|994|8|Rashtriya Praja Congress  (Secular)|0.08|2|Andhra Pradesh|S01|996
8|SANGISETTI SRINIVASA RAO|Rajahmundry|1156|9|Pyramid Party of India|0.09|5|Andhra Pradesh|S01|1161
8|KURUVELLA BHANUCHANDAR|Rajahmundry|1242|10|Independent|0.1|0|Andhra Pradesh|S01|1242
8|KOLLAPU VENU|Rajahmundry|2868|11|Independent|0.23|1|Andhra Pradesh|S01|2869
8|NOTA|Rajahmundry|18064|12|None of the Above|1.45|23|Andhra Pradesh|S01|18087
9|KANUMURU BAPIRAJU|Narsapuram|13678|1|Indian National Congress|1.18|132|Andhra Pradesh|S01|13810
9|KANUMURU RAGHU RAMA KRISHNA RAJU|Narsapuram|442736|2|Yuvajana Sramika Rythu Congress Party|38.11|4858|Andhra Pradesh|S01|447594
9|PYDIKONDALA MANIKYALA RAO|Narsapuram|12118|3|Bharatiya Janata Party|1.05|260|Andhra Pradesh|S01|12378
9|V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA)|Narsapuram|413674|4|Telugu Desam|35.39|2011|Andhra Pradesh|S01|415685
9|YELLA VENU GOPAL RAO|Narsapuram|4268|5|Nava Samaj Party|0.36|2|Andhra Pradesh|S01|4270
9|GANJI PURNIMA|Narsapuram|865|6|Republican Party of India (A)|0.07|2|Andhra Pradesh|S01|867
9|GURUGUBILLI RAMBABU|Narsapuram|582|7|Marxist Communist Party of India (United)|0.05|0|Andhra Pradesh|S01|582
9|G S RAJU|Narsapuram|3459|8|Samajwadi Party|0.29|3|Andhra Pradesh|S01|3462
9|DASARI KRISHNA MURTHY|Narsapuram|1600|9|India Praja Bandhu Party|0.14|0|Andhra Pradesh|S01|1600
9|NALLAM SURYA CHANDRA RAO|Narsapuram|2194|10|Pyramid Party of India|0.19|9|Andhra Pradesh|S01|2203
9|NAGABABU KONIDELA|Narsapuram|248675|11|Janasena Party|21.31|1614|Andhra Pradesh|S01|250289
9|K.A.PAUL|Narsapuram|3018|12|Praja Shanthi Party|0.26|19|Andhra Pradesh|S01|3037
9|GOTTUMUKKALA SHIVAJI|Narsapuram|1273|13|Independent|0.11|0|Andhra Pradesh|S01|1273
9|NALLI RAJESH|Narsapuram|2646|14|Independent|0.23|2|Andhra Pradesh|S01|2648
9|MEDAPATI VARAHALA REDDY|Narsapuram|2674|15|Independent|0.23|3|Andhra Pradesh|S01|2677
9|NOTA|Narsapuram|12031|16|None of the Above|1.03|35|Andhra Pradesh|S01|12066
1|KIREN RIJIJU|ARUNACHAL WEST|216494|1|Bharatiya Janata Party|63.02|9302|Arunachal Pradesh|S02|225796
1|NABAM TUKI|ARUNACHAL WEST|49362|2|Indian National Congress|14.22|1591|Arunachal Pradesh|S02|50953
1|SUBU KECHI|ARUNACHAL WEST|4633|3|People's Party of Arunachal|1.33|133|Arunachal Pradesh|S02|4766
1|JARJUM ETE|ARUNACHAL WEST|41509|4|Janata Dal  (Secular)|12.26|2410|Arunachal Pradesh|S02|43919
1|JOMIN NYOKIR KARA|ARUNACHAL WEST|1879|5|All India Forward Bloc|0.54|42|Arunachal Pradesh|S02|1921
1|KHYODA APIK|ARUNACHAL WEST|26530|6|National People's Party|7.57|589|Arunachal Pradesh|S02|27119
1|RUMAK JOMOH|ARUNACHAL WEST|1878|7|Independent|0.54|68|Arunachal Pradesh|S02|1946
1|NOTA|ARUNACHAL WEST|1837|8|None of the Above|0.53|52|Arunachal Pradesh|S02|1889
2|Lowangcha Wanglat|ARUNACHAL EAST|80378|1|Indian National Congress|28.57|3557|Arunachal Pradesh|S02|83935
2|Mongol Yomso|ARUNACHAL EAST|22160|2|People's Party of Arunachal|7.81|777|Arunachal Pradesh|S02|22937
2|Tapir Gao|ARUNACHAL EAST|148567|3|Bharatiya Janata Party|52.38|5316|Arunachal Pradesh|S02|153883
2|Bandey Mili|ARUNACHAL EAST|15304|4|Janata Dal  (Secular)|5.43|654|Arunachal Pradesh|S02|15958
2|C. C. Singpho|ARUNACHAL EAST|10955|5|Independent|3.91|538|Arunachal Pradesh|S02|11493
2|NOTA|ARUNACHAL EAST|5490|6|None of the Above|1.9|85|Arunachal Pradesh|S02|5575
1|KRIPANATH MALLAH|Karimganj |471946|1|Bharatiya Janata Party|44.62|1100|Assam|S03|473046
1|CHANDAN DAS|Karimganj |4848|2|All India Trinamool Congress|0.46|22|Assam|S03|4870
1|RADHESHYAM BISWAS|Karimganj |434519|3|All India United Democratic Front|41|138|Assam|S03|434657
1|SWARUP DAS|Karimganj |120293|4|Indian National Congress|11.36|159|Assam|S03|120452
1|AJOY KUMAR SARKAR|Karimganj |1537|5|All India Forward Bloc|0.15|1|Assam|S03|1538
1|NIKHIL RANJAN DAS|Karimganj |2518|6|Hindusthan Nirman Dal|0.24|1|Assam|S03|2519
1|PROBASH CHANDRA SARKAR|Karimganj |1165|7|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.11|1|Assam|S03|1166
1|ANUPAM SINGHA|Karimganj |1057|8|Independent|0.1|12|Assam|S03|1069
1|PARIKSHIT ROY|Karimganj |2765|9|Independent|0.26|0|Assam|S03|2765
1|RABINDRA CHANDRA DAS|Karimganj |1714|10|Independent|0.16|5|Assam|S03|1719
1|RAJU DAS|Karimganj |2107|11|Independent|0.2|4|Assam|S03|2111
1|RAMNARAYAN SUKLABAIDYA|Karimganj |1795|12|Independent|0.17|0|Assam|S03|1795
1|SATYAJIT DAS|Karimganj |2986|13|Independent|0.28|2|Assam|S03|2988
1|HARILAL RABIDAS|Karimganj |2821|14|Independent|0.27|1|Assam|S03|2822
1|NOTA|Karimganj |6548|15|None of the Above|0.62|7|Assam|S03|6555
10|Pradyut Bordoloi|Nowgong|738881|1|Indian National Congress|49.53|843|Assam|S03|739724
10|Sri Rupak Sharma|Nowgong|720727|2|Bharatiya Janata Party|48.41|2245|Assam|S03|722972
10|Sahadeb Das|Nowgong|5860|3|All India Trinamool Congress|0.39|15|Assam|S03|5875
10|Azgor Ali|Nowgong|3650|4|Purvanchal Janta Party (Secular)|0.24|5|Assam|S03|3655
10|Saiful Islam Choudhury|Nowgong|3418|5|Asom Jana Morcha|0.23|3|Assam|S03|3421
10|Sukanta Mazumdar|Nowgong|2745|6|Bharatiya Gana Parishad|0.18|11|Assam|S03|2756
10|Zakir Hussain|Nowgong|4311|7|Independent|0.29|4|Assam|S03|4315
10|NOTA|Nowgong|10737|8|None of the Above|0.72|20|Assam|S03|10757
11|Gaurav Gogoi|Kaliabor|785014|1|Indian National Congress|55.18|1078|Assam|S03|786092
11|Moni Madhab Mahanta|Kaliabor|574456|2|Asom Gana Parishad|40.44|1642|Assam|S03|576098
11|Abdul Aziz|Kaliabor|9880|3|National People's Party|0.7|23|Assam|S03|9903
11|Shree Diganta Kumar Saikia|Kaliabor|5650|4|Hindusthan Nirman Dal|0.4|62|Assam|S03|5712
11|Md. Hariqul Islam Bhuyan|Kaliabor|5257|5|Asom Jana Morcha|0.37|13|Assam|S03|5270
11|Sri Jiten Gogoi|Kaliabor|18253|6|Independent|1.29|91|Assam|S03|18344
11|Sri Bhaskar Sarmah|Kaliabor|7316|7|Independent|0.52|39|Assam|S03|7355
11|NOTA|Kaliabor|15845|8|None of the Above|1.12|68|Assam|S03|15913
12|KANAK GOGOI|Jorhat|17759|1|Communist Party of India|1.69|90|Assam|S03|17849
12|TOPON KUMAR GOGOI|Jorhat|540942|2|Bharatiya Janata Party|51.35|2346|Assam|S03|543288
12|RIBULAYA GOGOI|Jorhat|6058|3|All India Trinamool Congress|0.58|63|Assam|S03|6121
12|SUSHANTA BORGOHAIN|Jorhat|459480|4|Indian National Congress|43.54|1155|Assam|S03|460635
12|KAMALA RAJ KONWAR|Jorhat|4989|5|National People's Party|0.47|7|Assam|S03|4996
12|RAJ KUMAR DUWARA|Jorhat|3431|6|All India Forward Bloc|0.32|7|Assam|S03|3438
12|ARBIN KUMAR BORUAH|Jorhat|3577|7|Independent|0.34|11|Assam|S03|3588
12|NANDITA NAG|Jorhat|5467|8|Independent|0.52|14|Assam|S03|5481
12|NOTA|Jorhat|12536|9|None of the Above|1.19|33|Assam|S03|12569
13|PABAN SINGH GHATOWAR|Dibrugarh|294663|1|Indian National Congress|29.04|354|Assam|S03|295017
13|RAMESWAR TELI|Dibrugarh|657983|2|Bharatiya Janata Party|64.94|1600|Assam|S03|659583
13|DR. TITUS BHENGRA|Dibrugarh|6930|3|Bahujan Mukti Party|0.68|3|Assam|S03|6933
13|BHABEN BARUAH|Dibrugarh|9687|4|National People's Party|0.96|31|Assam|S03|9718
13|APURBA SAIKIA|Dibrugarh|3790|5|Independent|0.38|21|Assam|S03|3811
13|ISRAIL NANDA|Dibrugarh|5684|6|Independent|0.56|3|Assam|S03|5687
13|NURUL HUDA IMDADUL ISLAM SAIKIA|Dibrugarh|5598|7|Independent|0.55|1|Assam|S03|5599
13|RUBUL BURAGOHAIN|Dibrugarh|8102|8|Independent|0.8|10|Assam|S03|8112
13|NOTA|Dibrugarh|21240|9|None of the Above|2.1|48|Assam|S03|21288
14|ANIL BORGOHAIN|Lakhimpur|425002|1|Indian National Congress|33.18|853|Assam|S03|425855
14|ANUP PRATIM BORBARUAH|Lakhimpur|4463|2|Nationalist Congress Party|0.35|64|Assam|S03|4527
14|AMIYA KUMAR HANDIQUE|Lakhimpur|12746|3|Communist Party of India  (Marxist)|1|63|Assam|S03|12809
14|ARUP KALITA|Lakhimpur|13357|4|Communist Party of India|1.04|21|Assam|S03|13378
14|PRADAN BARUAH|Lakhimpur|774017|5|Bharatiya Janata Party|60.49|2389|Assam|S03|776406
14|UBAIDUR RAHMAN|Lakhimpur|8738|6|Asom Jana Morcha|0.68|0|Assam|S03|8738
14|DILIP MORAN|Lakhimpur|8196|7|Assam Dristi Party|0.65|89|Assam|S03|8285
14|BHUPEN NARAH|Lakhimpur|5566|8|Voters Party  International|0.43|15|Assam|S03|5581
14|HEM KANTA MIRI|Lakhimpur|4009|9|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.31|25|Assam|S03|4034
14|AMBAZ UDDIN|Lakhimpur|3889|10|Independent|0.3|1|Assam|S03|3890
14|PROBHU LAL VAISNAVA|Lakhimpur|4858|11|Independent|0.38|8|Assam|S03|4866
14|NOTA|Lakhimpur|15187|12|None of the Above|1.19|33|Assam|S03|15220
2|RAJDEEP ROY|Silchar|496235|1|Bharatiya Janata Party|52.59|3179|Assam|S03|499414
2|SUSHMITA DEV|Silchar|416233|2|Indian National Congress|43.99|1585|Assam|S03|417818
2|HITABRATA ROY|Silchar|3498|3|All India Trinamool Congress|0.37|16|Assam|S03|3514
2|NAZIA YASMIN MAZUMDAR|Silchar|5650|4|National People's Party|0.6|43|Assam|S03|5693
2|Badrul Islam Barbhuiya|Silchar|829|5|All India Forward Bloc|0.09|11|Assam|S03|840
2|Shyam Deo Kurmi|Silchar|1081|6|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.12|14|Assam|S03|1095
2|Ashitava Dutta|Silchar|808|7|Independent|0.09|5|Assam|S03|813
2|Ashutosh Bhattacharjee|Silchar|1503|8|Independent|0.16|4|Assam|S03|1507
2|Nazmul Haque Laskar|Silchar|1816|9|Independent|0.19|4|Assam|S03|1820
2|Puran Lal Goala|Silchar|1459|10|Independent|0.15|1|Assam|S03|1460
2|Mohendra Chandra Das|Silchar|1652|11|Independent|0.17|3|Assam|S03|1655
2|Shuvadip Datta|Silchar|1532|12|Independent|0.16|3|Assam|S03|1535
2|Sabindra Das|Silchar|3981|13|Independent|0.42|4|Assam|S03|3985
2|NOTA|Silchar|8525|14|None of the Above|0.9|22|Assam|S03|8547
3|BIREN SINGH ENGTI|Autonomous District|141344|1|Indian National Congress|22.94|346|Assam|S03|141690
3|HOREN SING BEY|Autonomous District|380183|2|Bharatiya Janata Party|61.73|1133|Assam|S03|381316
3|LIENKHOCHON|Autonomous District|9920|3|National People's Party|1.62|117|Assam|S03|10037
3|HOLIRAM TERANG|Autonomous District|36840|4|Autonomous State Demand Committee|5.98|75|Assam|S03|36915
3|JONES INGTI KATHAR|Autonomous District|39425|5|Independent|6.41|158|Assam|S03|39583
3|NOTA|Autonomous District|8160|6|None of the Above|1.33|34|Assam|S03|8194
4|ABU TAHER BEPARI|Dhubri|492086|1|Indian National Congress|29.23|420|Assam|S03|492506
4|ZABED ISLAM|Dhubri|398770|2|Asom Gana Parishad|23.72|963|Assam|S03|399733
4|NURUL ISLAM CHOUDHURY|Dhubri|12865|3|All India Trinamool Congress|0.77|30|Assam|S03|12895
4|BADRUDDIN AJMAL|Dhubri|718131|4|All India United Democratic Front|42.66|633|Assam|S03|718764
4|ALAKESH ROY|Dhubri|7717|5|Hindusthan Nirman Dal|0.46|63|Assam|S03|7780
4|SURAT JAMAN MONDAL|Dhubri|4304|6|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.26|21|Assam|S03|4325
4|JOHIRUL ISLAM KHAN|Dhubri|2846|7|Purvanchal Janta Party (Secular)|0.17|13|Assam|S03|2859
4|NRIPEN DAS|Dhubri|1908|8|Bharatiya National Janta Dal|0.12|164|Assam|S03|2072
4|MEHBUBAR RAHMAN|Dhubri|4249|9|Republican Party of India (A)|0.25|1|Assam|S03|4250
4|SHAJAHAN SHEIKH|Dhubri|5625|10|Voters Party  International|0.33|3|Assam|S03|5628
4|ANAMIKA SARKAR|Dhubri|5566|11|Independent|0.33|23|Assam|S03|5589
4|UTTAM KUMAR RAY|Dhubri|3290|12|Independent|0.2|31|Assam|S03|3321
4|MIR HUSSAIN SARKAR|Dhubri|4138|13|Independent|0.25|0|Assam|S03|4138
4|RUKUNUR ZAMAN|Dhubri|4393|14|Independent|0.26|0|Assam|S03|4393
4|SHUKUR ALI|Dhubri|7765|15|Independent|0.46|9|Assam|S03|7774
4|NOTA|Dhubri|8963|16|None of the Above|0.53|15|Assam|S03|8978
5|Pramila Rani Brahma|Kokrajhar|443410|1|Bodoland Peoples Front|30.2|3364|Assam|S03|446774
5|Biraj Deka|Kokrajhar|27804|2|Communist Party of India  (Marxist)|1.9|324|Assam|S03|28128
5|Sabda Ram Rabha|Kokrajhar|146251|3|Indian National Congress|9.94|867|Assam|S03|147118
5|Urkhao Gwra Brahma|Kokrajhar|309736|4|United People’s Party, Liberal|21.12|2699|Assam|S03|312435
5|Charan Iswary|Kokrajhar|9519|5|Purvanchal Janta Party (Secular)|0.66|308|Assam|S03|9827
5|Rajesh Narzary|Kokrajhar|13866|6|Voters Party  International|0.94|42|Assam|S03|13908
5|Naba Kumar Sarania|Kokrajhar|482556|7|Independent|32.75|2004|Assam|S03|484560
5|Prasanjit Kumar Das|Kokrajhar|9822|8|Independent|0.67|137|Assam|S03|9959
5|Ranjoy Kr. Brahma|Kokrajhar|10733|9|Independent|0.73|55|Assam|S03|10788
5|NOTA|Kokrajhar|15867|10|None of the Above|1.08|121|Assam|S03|15988
6|Abdul Khaleque|Barpeta|643441|1|Indian National Congress|44.23|1732|Assam|S03|645173
6|Ashahak Ali Dewan|Barpeta|20405|2|All India Trinamool Congress|1.4|61|Assam|S03|20466
6|Kumar Deepak Das|Barpeta|501319|3|Asom Gana Parishad|34.61|3547|Assam|S03|504866
6|Rafiqul Islam|Barpeta|248360|4|All India United Democratic Front|17.05|307|Assam|S03|248667
6|Aroon Barooa|Barpeta|3424|5|Purvanchal Janta Party (Secular)|0.25|194|Assam|S03|3618
6|Chitralekha Das|Barpeta|2322|6|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.16|60|Assam|S03|2382
6|Saniara Parbin|Barpeta|3391|7|Voters Party  International|0.24|46|Assam|S03|3437
6|Pranabjyoti Das Rajbonshi|Barpeta|2390|8|National People's Party|0.17|72|Assam|S03|2462
6|Bhadreswar Barman|Barpeta|2164|9|National Republican Congress|0.15|50|Assam|S03|2214
6|Matiar Rahman|Barpeta|3970|10|The National Road Map Party of India|0.27|3|Assam|S03|3973
6|Rejaul Karim|Barpeta|3345|11|Republican Party of India (A)|0.23|5|Assam|S03|3350
6|Santanu Mukherjee|Barpeta|5279|12|Bharatiya Gana Parishad|0.37|129|Assam|S03|5408
6|Arfan Ali|Barpeta|2780|13|Independent|0.19|19|Assam|S03|2799
6|NOTA|Barpeta|9648|14|None of the Above|0.67|86|Assam|S03|9734
7|QUEEN OJA|Gauhati|1007156|1|Bharatiya Janata Party|57.2|1780|Assam|S03|1008936
7|BOBBEETA SHARMA|Gauhati|662776|2|Indian National Congress|37.61|554|Assam|S03|663330
7|MANOJ SHARMA|Gauhati|10135|3|All India Trinamool Congress|0.57|6|Assam|S03|10141
7|AVIJIT CHAKRABORTY|Gauhati|2335|4|Bharatiya Gana Parishad|0.13|16|Assam|S03|2351
7|SADEK ALI|Gauhati|3645|5|Republican Party of India (A)|0.21|5|Assam|S03|3650
7|PANKAJ DAS|Gauhati|4102|6|Swarna Bharat Party|0.23|8|Assam|S03|4110
7|PARTHA PRATIM BARUAH|Gauhati|2587|7|Voters Party  International|0.15|3|Assam|S03|2590
7|MAMONI SARMA|Gauhati|2451|8|Purvanchal Janta Party (Secular)|0.14|5|Assam|S03|2456
7|RAJIB KAKATI|Gauhati|2119|9|Hindusthan Nirman Dal|0.12|3|Assam|S03|2122
7|RATUL KUMAR CHOUDHURY|Gauhati|2378|10|Samajwadi Party|0.14|5|Assam|S03|2383
7|RUBI NEOG|Gauhati|2050|11|National Republican Congress|0.12|14|Assam|S03|2064
