AC_Code|Candidate|Constituency|EVM Votes|OSN|Party|Percent of Votes|Postal Votes|State|State_Code|Total of Votes
2|SHRIKANT BALKRISHNA KADAM|Belgaum|579|46|Independent|0.05|1|Karnataka|S10|580
2|SHUBHAM VIKRANT SHELKE|Belgaum|670|47|Independent|0.06|0|Karnataka|S10|670
2|SHANKAR PUNNAPPA CHAUGALE|Belgaum|1874|48|Independent|0.16|2|Karnataka|S10|1876
2|RATHOD SHANKAR PANDAPPA|Belgaum|3298|49|Independent|0.27|0|Karnataka|S10|3298
2|SACHIN MANOHAR NIKAM|Belgaum|816|50|Independent|0.07|2|Karnataka|S10|818
2|SACHIN SHANTARAM KELAVEKAR|Belgaum|1564|51|Independent|0.13|0|Karnataka|S10|1564
2|SUNIL GUDDAKAYU|Belgaum|437|52|Independent|0.04|3|Karnataka|S10|440
2|SUNIL VITTAL DASAR|Belgaum|950|53|Independent|0.08|1|Karnataka|S10|951
2|SURESH KHEMANA RAJUKAR|Belgaum|283|54|Independent|0.02|1|Karnataka|S10|284
2|SURESH BASAPPA MARALINGANNAVAR|Belgaum|306|55|Independent|0.03|2|Karnataka|S10|308
2|SANJAY SHIVAPPA KAMBLE|Belgaum|461|56|Independent|0.04|2|Karnataka|S10|463
2|SANDIP VASANTH LAD|Belgaum|398|57|Independent|0.03|8|Karnataka|S10|406
2|NOTA|Belgaum|3206|58|None of the Above|0.27|27|Karnataka|S10|3233
20|NIKHIL KUMARASWAMY|Mandya|576545|1|Janata Dal  (Secular)|41.89|1239|Karnataka|S10|577784
20|NANJUNDASWAMY|Mandya|12481|2|Bahujan Samaj Party|0.91|64|Karnataka|S10|12545
20|GURULINGAIAH|Mandya|6307|3|Indian New Congress Party|0.46|15|Karnataka|S10|6322
20|D.C. JAYASHANKARA|Mandya|4989|4|Aihra National Party|0.36|3|Karnataka|S10|4992
20|DIVAKAR.C.P.GOWDA|Mandya|3398|5|Uttama Prajaakeeya Party|0.25|6|Karnataka|S10|3404
20|SANTHOSH MANDYA GOWDA|Mandya|1438|6|Engineers Party|0.1|4|Karnataka|S10|1442
20|ARVIND PREMANAND|Mandya|1725|7|Independent|0.13|0|Karnataka|S10|1725
20|KOWDLE CHANNAPPA|Mandya|1043|8|Independent|0.08|3|Karnataka|S10|1046
20|T.K. DASAR|Mandya|4272|9|Independent|0.31|0|Karnataka|S10|4272
20|H.NARAYANA|Mandya|1295|10|Independent|0.09|0|Karnataka|S10|1295
20|PUTTEGOWDA.N.C.|Mandya|834|11|Independent|0.06|0|Karnataka|S10|834
20|PREMAKUMARA .V.V|Mandya|1592|12|Independent|0.12|0|Karnataka|S10|1592
20|MANJUNATH B|Mandya|1730|13|Independent|0.13|2|Karnataka|S10|1732
20|G. MANJUNATHA|Mandya|1722|14|Independent|0.12|1|Karnataka|S10|1723
20|LINGEGOWDA S H|Mandya|3260|15|Independent|0.24|0|Karnataka|S10|3260
20|C. LINGEGOWDA|Mandya|6408|16|Independent|0.46|0|Karnataka|S10|6408
20|M.L. SHASHIKUMAR|Mandya|18323|17|Independent|1.33|0|Karnataka|S10|18323
20|SATHEESH KUMAR .T.N|Mandya|2762|18|Independent|0.2|0|Karnataka|S10|2762
20|SUMALATHA|Mandya|8898|19|Independent|0.65|4|Karnataka|S10|8902
20|SUMALATHA AMBAREESH|Mandya|702167|20|Independent|51.02|1493|Karnataka|S10|703660
20|M. SUMALATHA|Mandya|8542|21|Independent|0.62|0|Karnataka|S10|8542
20|SUMALATHA|Mandya|3117|22|Independent|0.23|2|Karnataka|S10|3119
20|NOTA|Mandya|3518|23|None of the Above|0.26|8|Karnataka|S10|3526
21|DR. B. CHANDRA (CHANDREGOWDA)|Mysore|24425|1|Bahujan Samaj Party|1.87|172|Karnataka|S10|24597
21|PRATHAP SIMHA|Mysore|685105|2|Bharatiya Janata Party|52.27|3869|Karnataka|S10|688974
21|C.H.VIJAYASHANKAR|Mysore|548911|3|Indian National Congress|41.75|1416|Karnataka|S10|550327
21|AYUB KHAN|Mysore|9294|4|Indian New Congress Party|0.71|13|Karnataka|S10|9307
21|ASHARANI.V.|Mysore|4239|5|Uttama Prajaakeeya Party|0.32|20|Karnataka|S10|4259
21|P.K. BIDDAPPA|Mysore|1006|6|Karnataka Praja Party (RaithaParva)|0.08|7|Karnataka|S10|1013
21|SANDHYA.P.S.|Mysore|1469|7|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.11|4|Karnataka|S10|1473
21|ANAND KUMAR. M|Mysore|831|8|Independent|0.06|0|Karnataka|S10|831
21|KAVERIAMMA.N.K.|Mysore|1036|9|Independent|0.08|10|Karnataka|S10|1046
21|N. NAGESH|Mysore|911|10|Independent|0.07|2|Karnataka|S10|913
21|NINGAPPA. B. D.|Mysore|1138|11|Independent|0.09|3|Karnataka|S10|1141
21|G.M. MAHADEVA|Mysore|1947|12|Independent|0.15|2|Karnataka|S10|1949
21|R. MAHESHA|Mysore|1675|13|Independent|0.13|1|Karnataka|S10|1676
21|RAVI|Mysore|2149|14|Independent|0.16|2|Karnataka|S10|2151
21|RAJU S/o LATE CHALUVASHETTY|Mysore|2515|15|Independent|0.19|0|Karnataka|S10|2515
21|ALAGUDU LINGARAJU|Mysore|3504|16|Independent|0.27|2|Karnataka|S10|3506
21|LOKESH KUMAR.G.|Mysore|2266|17|Independent|0.17|4|Karnataka|S10|2270
21|VENKATESHA D NAYAKA|Mysore|4504|18|Independent|0.34|0|Karnataka|S10|4504
21|SREENIVASAIAH|Mysore|6861|19|Independent|0.52|2|Karnataka|S10|6863
21|M. J SURESHGOWDA|Mysore|1385|20|Independent|0.11|1|Karnataka|S10|1386
21|ALISHAN. S|Mysore|1043|21|Independent|0.08|4|Karnataka|S10|1047
21|K.S.SOMASUNDER|Mysore|945|22|Independent|0.07|2|Karnataka|S10|947
21|NOTA|Mysore|5319|23|None of the Above|0.41|27|Karnataka|S10|5346
22|R. DHRUVANARAYANA|Chamarajanagar|565754|1|Indian National Congress|44.6|966|Karnataka|S10|566720
22|Dr. SHIVAKUMARA|Chamarajanagar|87208|2|Bahujan Samaj Party|6.9|423|Karnataka|S10|87631
22|V. SRINIVAS PRASAD|Chamarajanagar|567010|3|Bharatiya Janata Party|44.74|1527|Karnataka|S10|568537
22|HANUR NAGARAJU|Chamarajanagar|9501|4|Uttama Prajaakeeya Party|0.75|9|Karnataka|S10|9510
22|PRASANNA KUMAR. B|Chamarajanagar|2680|5|Karnataka Praja Party (RaithaParva)|0.21|4|Karnataka|S10|2684
22|SUBBAIAH|Chamarajanagar|4604|6|Indian New Congress Party|0.36|2|Karnataka|S10|4606
22|ANAND JIVAN RAM|Chamarajanagar|3000|7|Independent|0.24|0|Karnataka|S10|3000
22|N. AMBARISH|Chamarajanagar|4067|8|Independent|0.32|0|Karnataka|S10|4067
22|M. PRADEEP KUMAR|Chamarajanagar|6553|9|Independent|0.52|1|Karnataka|S10|6554
22|G.D. RAJAGOPAL|Chamarajanagar|4632|10|Independent|0.36|1|Karnataka|S10|4633
22|NOTA|Chamarajanagar|12706|11|None of the Above|1|10|Karnataka|S10|12716
23|ASHWATHNARAYANGOWDA|Bangalore Rural|670483|1|Bharatiya Janata Party|41.4|905|Karnataka|S10|671388
23|DR CHINNAPPA Y CHIKKAHAGADE|Bangalore Rural|19943|2|Bahujan Samaj Party|1.23|29|Karnataka|S10|19972
23|D.K. SURESH|Bangalore Rural|877712|3|Indian National Congress|54.15|546|Karnataka|S10|878258
23|N. KRISHNAPPA|Bangalore Rural|8123|4|Pyramid Party of India|0.5|0|Karnataka|S10|8123
23|D M MADEGOWDA|Bangalore Rural|2800|5|Republican Sena|0.17|1|Karnataka|S10|2801
23|MANJUNATHA. M|Bangalore Rural|9882|6|Uttama Prajaakeeya Party|0.61|7|Karnataka|S10|9889
23|RAMA. T.C|Bangalore Rural|2092|7|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.13|2|Karnataka|S10|2094
23|Dr. M VENKATASWAMY|Bangalore Rural|1460|8|Republican Party of India (A)|0.09|2|Karnataka|S10|1462
23|VENKATESHAPPA|Bangalore Rural|2024|9|Sarva Janata Party|0.12|1|Karnataka|S10|2025
23|ESWARA|Bangalore Rural|924|10|Independent|0.06|0|Karnataka|S10|924
23|B. GOPAL|Bangalore Rural|1859|11|Independent|0.11|0|Karnataka|S10|1859
23|H.T. CHIKKARAJU|Bangalore Rural|1362|12|Independent|0.08|0|Karnataka|S10|1362
23|M.C. DEVARAJU|Bangalore Rural|2020|13|Independent|0.12|0|Karnataka|S10|2020
23|J.T. PRAKASH|Bangalore Rural|4785|14|Independent|0.3|0|Karnataka|S10|4785
23|RAGHU JANAGERE|Bangalore Rural|2487|15|Independent|0.15|3|Karnataka|S10|2490
23|NOTA|Bangalore Rural|12442|16|None of the Above|0.77|12|Karnataka|S10|12454
24|Krishna Byregowda|Bangalore North|675834|1|Indian National Congress|43.41|1148|Karnataka|S10|676982
24|D.V. Sadananda Gowda|Bangalore North|821934|2|Bharatiya Janata Party|52.87|2566|Karnataka|S10|824500
24|Syed Kawjawali Hydri|Bangalore North|5283|3|Bahujan Samaj Party|0.34|14|Karnataka|S10|5297
24|Abdul Azeez|Bangalore North|1206|4|Karnataka Pragnyavantha Janatha Party|0.08|1|Karnataka|S10|1207
24|Amirtha Jai Kumar Essac Yesaiah|Bangalore North|572|5|Karnataka Karmikara Paksha|0.04|2|Karnataka|S10|574
24|Ahmed Khan|Bangalore North|1027|6|Bahujan Maha Party|0.07|1|Karnataka|S10|1028
24|Kumar L.|Bangalore North|473|7|Bharatiya Prajagala Kalyana Paksha|0.03|0|Karnataka|S10|473
24|Krishnamurthy V .|Bangalore North|1030|8|Right to Recall Party|0.07|3|Karnataka|S10|1033
24|D.Jairam|Bangalore North|385|9|Gareeb Aadmi Party|0.02|0|Karnataka|S10|385
24|N. Narayana Swamy|Bangalore North|695|10|Jai Vijaya Bharathi Party|0.04|1|Karnataka|S10|696
24|Venu M.|Bangalore North|577|11|Independent|0.04|3|Karnataka|S10|580
24|Santhosh M.|Bangalore North|6596|12|Uttama Prajaakeeya Party|0.42|2|Karnataka|S10|6598
24|Abdul Karim Desai|Bangalore North|684|13|Independent|0.04|2|Karnataka|S10|686
24|Abdul Basheer|Bangalore North|1191|14|Independent|0.08|1|Karnataka|S10|1192
24|Umesh Babu Pillegowda|Bangalore North|1409|15|Independent|0.09|1|Karnataka|S10|1410
24|Krishnaiah|Bangalore North|2559|16|Independent|0.16|1|Karnataka|S10|2560
24|K.N. Jagadesh Kumar|Bangalore North|8463|17|Independent|0.54|0|Karnataka|S10|8463
24|Thimmaraj Gowda|Bangalore North|4462|18|Independent|0.29|0|Karnataka|S10|4462
24|Tulasappa Dasar|Bangalore North|1144|19|Independent|0.07|0|Karnataka|S10|1144
24|L. Nagaraj|Bangalore North|666|20|Independent|0.04|1|Karnataka|S10|667
24|Parameshwar Gowda|Bangalore North|482|21|Independent|0.03|0|Karnataka|S10|482
24|Prasanna Kumar S.|Bangalore North|353|22|Independent|0.02|0|Karnataka|S10|353
24|Dr.I.M.S. Manivan|Bangalore North|571|23|Independent|0.04|0|Karnataka|S10|571
24|Dr. Meer Layaq Hussain|Bangalore North|394|24|Independent|0.03|0|Karnataka|S10|394
24|C. RAVI KUMAR|Bangalore North|359|25|Independent|0.02|0|Karnataka|S10|359
24|Vinay Kumar V.Nayak|Bangalore North|1057|26|Independent|0.07|0|Karnataka|S10|1057
24|Venkataraju V.|Bangalore North|362|27|Independent|0.02|0|Karnataka|S10|362
24|Venkatesasetty|Bangalore North|539|28|Independent|0.03|0|Karnataka|S10|539
24|Shiva Manjesh K.S.|Bangalore North|544|29|Independent|0.03|1|Karnataka|S10|545
24|Sumatha K.S.|Bangalore North|1414|30|Independent|0.09|2|Karnataka|S10|1416
24|N. Hanume Gowda|Bangalore North|1812|31|Independent|0.12|0|Karnataka|S10|1812
24|NOTA|Bangalore North|11617|32|None of the Above|0.75|15|Karnataka|S10|11632
25|M. K. Pasha|Bangalore central|3876|1|Bahujan Samaj Party|0.32|13|Karnataka|S10|3889
25|P. C. Mohan|Bangalore central|601170|2|Bharatiya Janata Party|50.35|1683|Karnataka|S10|602853
25|Rizwan Arshad|Bangalore central|531196|3|Indian National Congress|44.43|689|Karnataka|S10|531885
25|C.J. Aditya|Bangalore central|2201|4|Independent|0.18|0|Karnataka|S10|2201
25|B. Krishna Prasad|Bangalore central|593|5|Proutist Bloc, India|0.05|2|Karnataka|S10|595
25|Nawaz Dilber|Bangalore central|364|6|Karnataka Karmikara Paksha|0.03|0|Karnataka|S10|364
25|Mellegatti Shridevi|Bangalore central|4264|7|Uttama Prajaakeeya Party|0.36|7|Karnataka|S10|4271
25|Srinivasan R|Bangalore central|653|8|Indian Christian Front|0.06|7|Karnataka|S10|660
25|Hunsur K. ChandraShekar|Bangalore central|428|9|Democratic Prajakranthi Party Secularist|0.04|1|Karnataka|S10|429
25|Arun Prasad A|Bangalore central|382|10|Viduthalai Chiruthaigal Katchi|0.03|0|Karnataka|S10|382
25|A. Christhuraj|Bangalore central|471|11|Independent|0.04|4|Karnataka|S10|475
25|Kempurajan|Bangalore central|571|12|Republican Sena|0.05|2|Karnataka|S10|573
25|Jenifar J. Russell|Bangalore central|570|13|Independent|0.05|1|Karnataka|S10|571
25|Prakash Raj|Bangalore central|28822|14|Independent|2.41|84|Karnataka|S10|28906
25|Pradeep Mendonca|Bangalore central|1453|15|Independent|0.12|1|Karnataka|S10|1454
25|S. Pandurangan|Bangalore central|1406|16|Independent|0.12|1|Karnataka|S10|1407
25|Francis Binny Jose|Bangalore central|1191|17|Independent|0.1|3|Karnataka|S10|1194
25|Dr. Philip Mariyan|Bangalore central|1416|18|Independent|0.12|1|Karnataka|S10|1417
25|S. Mohan Kumar|Bangalore central|1994|19|Independent|0.17|4|Karnataka|S10|1998
25|Raparti Anil Kumar|Bangalore central|300|20|Independent|0.03|0|Karnataka|S10|300
25|C. B. K. Rama|Bangalore central|282|21|Independent|0.02|0|Karnataka|S10|282
25|Syed Asif Bukhari|Bangalore central|361|22|Independent|0.03|7|Karnataka|S10|368
25|NOTA|Bangalore central|10741|23|None of the Above|0.9|19|Karnataka|S10|10760
26|TEJASVI SURYA|Bangalore South|736605|1|Bharatiya Janata Party|62.2|2624|Karnataka|S10|739229
26|A.RAJU|Bangalore South|3846|2|Bahujan Samaj Party|0.33|18|Karnataka|S10|3864
26|B.K.HARIPRASAD|Bangalore South|407372|3|Indian National Congress|34.33|665|Karnataka|S10|408037
26|DR.JOHN BASCO PHILIPS|Bangalore South|2355|4|Indian Christian Front|0.2|2|Karnataka|S10|2357
26|THYAGARAJ|Bangalore South|789|5|Republican Sena|0.07|0|Karnataka|S10|789
26|AHORATRA NATESHA POLEPALLI|Bangalore South|6128|6|Uttama Prajaakeeya Party|0.52|8|Karnataka|S10|6136
26|DR. BANUPRAKASH A.S SATHYA YUGA|Bangalore South|699|7|Pyramid Party of India|0.06|0|Karnataka|S10|699
26|RAVIKUMARA.T|Bangalore South|418|8|Pragatishil Samajwadi Party (Lohia)|0.04|1|Karnataka|S10|419
26|VATAL NAGARAJ|Bangalore South|2500|9|Kannada Chalavali Vatal Paksha|0.21|10|Karnataka|S10|2510
26|R.SHEKAR|Bangalore South|540|10|Viduthalai Chiruthaigal Katchi|0.05|0|Karnataka|S10|540
26|SYED SADIQ PASHA|Bangalore South|403|11|Karnataka Karmikara Paksha|0.03|0|Karnataka|S10|403
26|AMBROSE D' MELLO|Bangalore South|388|12|Independent|0.03|1|Karnataka|S10|389
26|B.CHIKKA NAGESHA|Bangalore South|450|13|Independent|0.04|0|Karnataka|S10|450
26|CHETAN CHAMAN|Bangalore South|1106|14|Independent|0.09|1|Karnataka|S10|1107
26|K.C.NAGABHUSHANA REDDY|Bangalore South|641|15|Independent|0.05|0|Karnataka|S10|641
26|PRASHANTHA.C|Bangalore South|2232|16|Independent|0.19|0|Karnataka|S10|2232
26|BRAHMANAND.N|Bangalore South|2700|17|Independent|0.23|1|Karnataka|S10|2701
26|BHAGYA.S|Bangalore South|1090|18|Independent|0.09|0|Karnataka|S10|1090
26|MANOHAR IYER|Bangalore South|2152|19|Independent|0.18|0|Karnataka|S10|2152
26|MADESH.V|Bangalore South|495|20|Independent|0.04|0|Karnataka|S10|495
26|KOLLUR MANJUNATHA NAIK|Bangalore South|463|21|Independent|0.04|0|Karnataka|S10|463
26|YOGEESH NAGARAJ|Bangalore South|281|22|Independent|0.02|0|Karnataka|S10|281
26|G VENKATESH BHOVI|Bangalore South|240|23|Independent|0.02|1|Karnataka|S10|241
26|B.SREENIVASULU|Bangalore South|368|24|Independent|0.03|0|Karnataka|S10|368
26|SANTHOSH MIN.B|Bangalore South|959|25|Independent|0.08|1|Karnataka|S10|960
26|NOTA|Bangalore South|9917|26|None of the Above|0.84|21|Karnataka|S10|9938
27|Dr. C.S.Dwarakanath|Chikkballapur|23418|1|Bahujan Samaj Party|1.69|28|Karnataka|S10|23446
27|B.N.Bache Gowda|Chikkballapur|744475|2|Bharatiya Janata Party|53.78|1437|Karnataka|S10|745912
27|S.Varalakshmi|Chikkballapur|18639|3|Communist Party of India  (Marxist)|1.34|9|Karnataka|S10|18648
27|M.Veerappa Moily|Chikkballapur|563396|4|Indian National Congress|40.65|406|Karnataka|S10|563802
27|D.Palya Khadar Subhan Khan|Chikkballapur|4991|5|Samajwadi Janata Party(Karnataka)|0.36|0|Karnataka|S10|4991
27|Nazir Ahmed|Chikkballapur|1743|6|Karnataka Karmikara Paksha|0.13|0|Karnataka|S10|1743
27|Nagendra Rao Shinde|Chikkballapur|1288|7|Karnataka Jantha Paksha|0.09|0|Karnataka|S10|1288
27|S.R.Nageshareddy|Chikkballapur|3549|8|Ambedkar Samaj Party|0.26|1|Karnataka|S10|3550
27|Muniraju.G|Chikkballapur|5092|9|Uttama Prajaakeeya Party|0.37|1|Karnataka|S10|5093
27|AbdulKarim Desai|Chikkballapur|832|10|Independent|0.06|0|Karnataka|S10|832
27|Alanguru Kanakalakshmi|Chikkballapur|1018|11|Independent|0.07|2|Karnataka|S10|1020
27|Nasrulla|Chikkballapur|1362|12|Independent|0.1|0|Karnataka|S10|1362
27|Nalina.K.S|Chikkballapur|3518|13|Independent|0.25|0|Karnataka|S10|3518
27|L. Nagaraj|Chikkballapur|1655|14|Independent|0.12|0|Karnataka|S10|1655
27|Phaniraj.S.V|Chikkballapur|2078|15|Independent|0.15|0|Karnataka|S10|2078
27|NOTA|Chikkballapur|8015|16|None of the Above|0.58|10|Karnataka|S10|8025
28|JAYAPRASAD M.G|Kolar|9846|1|Bahujan Samaj Party|0.78|15|Karnataka|S10|9861
28|K.H. MUNIYAPPA|Kolar|498259|2|Indian National Congress|39.66|885|Karnataka|S10|499144
28|S. MUNISWAMY|Kolar|707930|3|Bharatiya Janata Party|56.35|1235|Karnataka|S10|709165
28|ASHOK CHAKRAVARTHI M.B|Kolar|7075|4|Ambedkar Samaj Party|0.56|10|Karnataka|S10|7085
28|G. CHIKKANARAYANA|Kolar|1491|5|Republican Sena|0.12|0|Karnataka|S10|1491
28|RAMANJI. R|Kolar|3406|6|Uttama Prajaakeeya Party|0.27|6|Karnataka|S10|3412
28|DHANAMATNALLI VENKATESHAPPA|Kolar|1014|7|Republican Party of India (A)|0.08|1|Karnataka|S10|1015
28|SARVESH N.M.|Kolar|1407|8|Pyramid Party of India|0.11|0|Karnataka|S10|1407
28|MEDIHALA CHALAVADI M CHANDRASHEKAR|Kolar|1453|9|Independent|0.12|1|Karnataka|S10|1454
28|MUNIRAJAPPA. P|Kolar|1183|10|Independent|0.09|1|Karnataka|S10|1184
28|Dr. RAMESH BABU. V.M.|Kolar|1490|11|Independent|0.12|4|Karnataka|S10|1494
28|RAJ KUMARESAN. L|Kolar|2877|12|Independent|0.23|4|Karnataka|S10|2881
28|C. SHANKARAPPA|Kolar|2493|13|Independent|0.2|2|Karnataka|S10|2495
28|N.C. SUBBARAYAPPA|Kolar|2574|14|Independent|0.2|0|Karnataka|S10|2574
28|NOTA|Kolar|13873|15|None of the Above|1.1|16|Karnataka|S10|13889
3|Gaddigoudar Parvatagouda Chandanagouda|Bagalkot|661662|1|Bharatiya Janata Party|55.17|2976|Karnataka|S10|664638
3|Mahmad Husen Mujawar|Bagalkot|6713|2|Bahujan Samaj Party|0.56|30|Karnataka|S10|6743
3|Veena Kashappanavar|Bagalkot|495636|3|Indian National Congress|41.21|815|Karnataka|S10|496451
3|Parashuram Laxman Neelnaik|Bagalkot|7481|4|Republican Party of India (Karnataka)|0.62|5|Karnataka|S10|7486
3|Basanagouda Ramanagouda Meti|Bagalkot|1009|5|Secular Democratic Congress|0.08|7|Karnataka|S10|1016
3|Jamindar Maruti|Bagalkot|722|6|Karnataka Jantha Paksha|0.06|3|Karnataka|S10|725
3|Muttappa Mudakappa Hirekumbi|Bagalkot|811|7|Raita Bharat Party|0.07|0|Karnataka|S10|811
3|Adagal Rajendra|Bagalkot|645|8|Bahujan Mukti Party|0.05|0|Karnataka|S10|645
3|Ramanagoud S Balawad|Bagalkot|806|9|Hindustan Janta Party|0.07|0|Karnataka|S10|806
3|M Shashikumar Hlepadi|Bagalkot|1909|10|Uttama Prajaakeeya Party|0.16|3|Karnataka|S10|1912
3|Pendari Buddesab Makabulsab|Bagalkot|1171|11|Independent|0.1|0|Karnataka|S10|1171
3|Muttu S Surakod (Madar)|Bagalkot|2234|12|Independent|0.19|3|Karnataka|S10|2237
3|Ravi Shivappa Padasalagi|Bagalkot|5488|13|Independent|0.46|1|Karnataka|S10|5489
3|Shivarajkumar Ajjappa Talawar|Bagalkot|3154|14|Independent|0.26|1|Karnataka|S10|3155
3|NOTA|Bagalkot|11315|15|None of the Above|0.94|13|Karnataka|S10|11328
4|JIGAJINAGI RAMESH CHANDAPPA|Bijapur|633868|1|Bharatiya Janata Party|57.22|1999|Karnataka|S10|635867
4|PUJARI SHRINATH SANGAPPA|Bijapur|23389|2|Bahujan Samaj Party|2.11|53|Karnataka|S10|23442
4|DR. SUNITA DEVANAND CHAVAN|Bijapur|377342|3|Janata Dal  (Secular)|34|487|Karnataka|S10|377829
4|GURUBASAVA. P . RABAKAVI|Bijapur|8475|4|Uttama Prajaakeeya Party|0.76|4|Karnataka|S10|8479
4|SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G)|Bijapur|2643|5|Hindustan Janta Party|0.24|3|Karnataka|S10|2646
4|YAMANAPPA VITTAL GUNADAL|Bijapur|2952|6|Republican Party of India (Karnataka)|0.27|5|Karnataka|S10|2957
4|RUDRAPPA DEYAPPA CHALAWADI|Bijapur|3215|7|Bharipa Bahujan Mahasangh|0.29|1|Karnataka|S10|3216
4|DADASAB SIDDAPPA BAGAYAT|Bijapur|4186|8|Independent|0.38|2|Karnataka|S10|4188
4|DONDIBA RAMU RATHOD|Bijapur|4099|9|Independent|0.37|3|Karnataka|S10|4102
4|DHAREPPA MAHADEV ARDHAVAR|Bijapur|23701|10|Independent|2.13|5|Karnataka|S10|23706
4|BALAJI DYAMANNA WADDAR (YATNAL)|Bijapur|7641|11|Independent|0.69|3|Karnataka|S10|7644
4|RAMAPPA HARIJAN (HOLER)|Bijapur|4990|12|Independent|0.45|2|Karnataka|S10|4992
4|NOTA|Bijapur|12280|13|None of the Above|1.11|6|Karnataka|S10|12286
5|DR. UMESH G JADHAV|Gulbarga|617692|1|Bharatiya Janata Party|52.14|2500|Karnataka|S10|620192
5|MALLIKARJUN KHARGE|Gulbarga|523552|2|Indian National Congress|44.12|1188|Karnataka|S10|524740
5|K. B. VASU|Gulbarga|10852|3|Bahujan Samaj Party|0.91|13|Karnataka|S10|10865
5|D. K. KONKATE KEROOR|Gulbarga|1485|4|Rashtriya Samaj Paksha|0.12|0|Karnataka|S10|1485
5|RAJKUMAR|Gulbarga|950|5|BhartiyaBahujanKranti Dal|0.08|1|Karnataka|S10|951
5|MAHESH LAMBANI|Gulbarga|1780|6|Uttama Prajaakeeya Party|0.15|3|Karnataka|S10|1783
5|VIJAY JADHAV|Gulbarga|6507|7|Sarva Janata Party|0.55|0|Karnataka|S10|6507
5|S. M. SHARMA|Gulbarga|2247|8|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.19|2|Karnataka|S10|2249
5|SHANKAR JADHAV|Gulbarga|1647|9|Bharatiya Peoples Party|0.14|2|Karnataka|S10|1649
5|G. TIMMARAJU|Gulbarga|1361|10|Independent|0.11|0|Karnataka|S10|1361
5|DR. M. P. DARAKESHWARAIAH|Gulbarga|2035|11|Independent|0.17|1|Karnataka|S10|2036
5|RAMESH BHEEMSINGH CHAVAN|Gulbarga|5055|12|Independent|0.43|1|Karnataka|S10|5056
5|NOTA|Gulbarga|10482|13|None of the Above|0.88|5|Karnataka|S10|10487
6|B. V NAIK|Raichur|479959|1|Indian National Congress|42.75|662|Karnataka|S10|480621
6|RAJA AMARESHWARA NAIK|Raichur|596804|2|Bharatiya Janata Party|53.21|1533|Karnataka|S10|598337
6|B. VENKANAGOUDA NAYAKA|Raichur|13812|3|Bahujan Samaj Party|1.23|18|Karnataka|S10|13830
6|NIRANJAN NAYAK|Raichur|7828|4|Uttama Prajaakeeya Party|0.7|5|Karnataka|S10|7833
6|K. SOMASHEKHAR YADAGIRI|Raichur|8835|5|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.79|8|Karnataka|S10|8843
6|NOTA|Raichur|14914|6|None of the Above|1.33|7|Karnataka|S10|14921
7|ESHWAR B. KHANDRE|Bidar|467297|1|Indian National Congress|41.95|1340|Karnataka|S10|468637
7|BABA BUKHARI|Bidar|15168|2|Bahujan Samaj Party|1.36|20|Karnataka|S10|15188
7|BHAGWANTH KHUBA|Bidar|583833|3|Bharatiya Janata Party|52.41|1638|Karnataka|S10|585471
7|ABDUS SATTAR MUJAHED|Bidar|4623|4|Akhil Bharatiya Muslim League (Secular)|0.41|1|Karnataka|S10|4624
7|AMBRESH KENCHA|Bidar|1851|5|Uttama Prajaakeeya Party|0.17|2|Karnataka|S10|1853
7|DAYANAND GODBOLE|Bidar|3632|6|Ambedkarite Party of India|0.33|3|Karnataka|S10|3635
7|MOHAMMED ABDUL WAKEEL|Bidar|970|7|Bharat Prabhat Party|0.09|0|Karnataka|S10|970
7|MOHAMMED YOUSUF|Bidar|742|8|Praja Satta Party|0.07|0|Karnataka|S10|742
7|MD MERAJUDDIN|Bidar|1000|9|Bahujan Maha Party|0.09|0|Karnataka|S10|1000
7|ADVOCATE MOULVI ZAMERUDDIN|Bidar|1137|10|National Development Party|0.1|1|Karnataka|S10|1138
7|RAJKUMAR|Bidar|1240|11|Purvanchal Janta Party (Secular)|0.11|1|Karnataka|S10|1241
7|RAJAMABI DASTAGIR|Bidar|1208|12|BhartiyaBahujanKranti Dal|0.11|0|Karnataka|S10|1208
7|SUGRIV BHARAT KACHAVE|Bidar|1707|13|Kranti Kari Jai Hind Sena|0.15|0|Karnataka|S10|1707
7|SANTOSH RATHOD|Bidar|3342|14|Bharatiya Jan Kranti Dal (Democratic)|0.3|2|Karnataka|S10|3344
7|MOULAPPA. A. MALGE|Bidar|2026|15|Independent|0.18|1|Karnataka|S10|2027
7|MAULASAB TADAKAL|Bidar|4633|16|Independent|0.41|1|Karnataka|S10|4634
7|RAVIKANT. K. HUGAR VAKIL|Bidar|5747|17|Independent|0.51|1|Karnataka|S10|5748
7|SHARAD GANDGE|Bidar|3439|18|Independent|0.31|1|Karnataka|S10|3440
7|SHIVARAJ TIMMANNA BOKKE|Bidar|4979|19|Independent|0.45|1|Karnataka|S10|4980
7|SHRIMANTH ARJUN YEVATE PATIL|Bidar|1322|20|Independent|0.12|0|Karnataka|S10|1322
